Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64cf488975e78ea91669567c,60e03b37c87de3cc083b358b,APPROVED,2023-08-06T07:15:23.595000Z,2023-08-06T07:35:13.486000Z,2023-08-06T18:37:09.861000,2023-08-06T07:35:13.982811Z,1190,C2BFG2BR,77,"English, Twi",21,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
64cf48e13ccc184204e6f744,613e495d5991ed54f860fe9d,APPROVED,2023-08-06T07:16:55.605000Z,2023-08-06T07:36:09.775000Z,2023-08-06T18:37:09.991000,2023-08-06T07:36:10.272520Z,1155,C2BFG2BR,1314,English,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf490a9fcae12788e2d4e1,62029c60ef1cb18a1337c9d4,APPROVED,2023-08-06T07:17:34.295000Z,2023-08-06T07:35:12.693000Z,2023-08-06T18:37:10.119000,2023-08-06T07:35:13.163638Z,1059,C2BFG2BR,869,English,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64cf49167cae1d5dc4f7debd,610beac47b52b6084cddf5cd,APPROVED,2023-08-06T07:18:33.508000Z,2023-08-06T07:42:12.441000Z,2023-08-06T18:37:10.244000,2023-08-06T07:42:12.902362Z,1419,C2BFG2BR,248,"English, Russian",34,Male,White,Russian Federation,United Kingdom,United Kingdom,Russian,No,DATA_EXPIRED
64cf491b3501f89e58eff14b,607312f8adb3f1b6bbfe8aa6,APPROVED,2023-08-06T07:17:57.272000Z,2023-08-06T07:39:41.829000Z,2023-08-06T18:37:10.368000,2023-08-06T07:39:42.249229Z,1305,C2BFG2BR,175,English,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf492e37db3658e28334e0,5bc58a439d9a7c0001cfa90e,APPROVED,2023-08-06T07:21:06.649000Z,2023-08-06T07:47:38.955000Z,2023-08-06T18:37:10.492000,2023-08-06T07:47:39.461631Z,1593,C2BFG2BR,1941,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf494b89902ad06bf25140,60deb63539c4fb727e50bd52,APPROVED,2023-08-06T07:22:25.728000Z,2023-08-06T07:44:33.525000Z,2023-08-06T18:37:10.616000,2023-08-06T07:44:33.992064Z,1328,C2BFG2BR,861,English,50,Female,Mixed,Germany,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64cf495275e78ea91669569c,64135be84e85d83aff484ef4,APPROVED,2023-08-06T07:18:47.449000Z,2023-08-06T07:52:16.492000Z,2023-08-06T18:37:10.744000,2023-08-06T07:52:16.966607Z,2010,C2BFG2BR,41,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64cf49528ec1c8c7684fce4c,5d1f0e319eeb4b001689b623,APPROVED,2023-08-06T07:18:42.153000Z,2023-08-06T08:00:03.212000Z,2023-08-06T18:37:10.866000,2023-08-06T08:00:03.943148Z,2482,C2BFG2BR,707,English,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
64cf495897335a97643bbcb8,5ef8bf948a48ac03adaad640,APPROVED,2023-08-06T07:20:37.818000Z,2023-08-06T07:41:46.870000Z,2023-08-06T18:37:10.986000,2023-08-06T07:41:47.329636Z,1270,C2BFG2BR,1369,"English, Papiamento",44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf49a01ef27e1f87418d38,5ace82e135eccf0001a11c96,APPROVED,2023-08-06T07:22:51.038000Z,2023-08-06T07:47:20.085000Z,2023-08-06T18:37:11.107000,2023-08-06T07:47:20.548496Z,1470,C2BFG2BR,1899,English,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64cf49a9e48222106d15bdba,5c6b23a6076e4e0001292f53,APPROVED,2023-08-06T07:20:14.229000Z,2023-08-06T07:42:28.881000Z,2023-08-06T18:37:11.240000,2023-08-06T07:42:29.350593Z,1335,C2BFG2BR,1274,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64cf49bb75e78ea9166956b1,5ea00a03e32996000ac2da80,APPROVED,2023-08-06T07:20:39.141000Z,2023-08-06T08:06:22.364000Z,2023-08-06T18:37:11.362000,2023-08-06T08:06:22.873013Z,2744,C2BFG2BR,1385,English,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64cf49c63c02593184695681,5d542c3a5af5900019bc80c4,APPROVED,2023-08-06T07:21:17.462000Z,2023-08-06T07:40:28.683000Z,2023-08-06T18:37:11.485000,2023-08-06T07:40:29.166349Z,1152,C2BFG2BR,2051,English,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64cf49cf8ec1c8c7684fce6b,5dccf99db9d9049777368b3b,APPROVED,2023-08-06T07:20:51.181000Z,2023-08-06T07:38:48.883000Z,2023-08-06T18:37:11.605000,2023-08-06T07:38:49.289857Z,1078,C2BFG2BR,1390,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64cf49dcad7a3c1f18514c1a,62d2b86ed12d650ea7268dd7,APPROVED,2023-08-06T07:21:11.403000Z,2023-08-06T07:39:41.937000Z,2023-08-06T18:37:11.735000,2023-08-06T07:39:42.393076Z,1111,C2BFG2BR,634,English,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf49f0f9b448e22ecbd555,58ff27489ca116000122f93e,APPROVED,2023-08-06T07:21:25.335000Z,2023-08-06T07:41:15.179000Z,2023-08-06T18:37:11.858000,2023-08-06T07:41:15.633058Z,1190,C2BFG2BR,513,English,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf49f3d35b7aeaf7852cc0,5fbe45eab09bc501700e1c46,APPROVED,2023-08-06T07:21:29.954000Z,2023-08-06T07:46:36.366000Z,2023-08-06T18:37:11.981000,2023-08-06T07:46:36.854520Z,1507,C2BFG2BR,646,English,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64cf4a1a1ef27e1f87418d4b,611a8d23c1d17506a23df589,APPROVED,2023-08-06T07:22:08.121000Z,2023-08-06T07:44:38.121000Z,2023-08-06T18:37:12.104000,2023-08-06T07:44:38.670892Z,1350,C2BFG2BR,801,English,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf4a25dace594c82eae686,6367a6adb376bcde64f98559,APPROVED,2023-08-06T07:22:21.942000Z,2023-08-06T08:05:16.196000Z,2023-08-06T18:37:12.228000,2023-08-06T08:05:16.672207Z,2575,C2BFG2BR,682,English,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf4a2fab024cbff515bd54,63cf46ac7ad4a0a0634c7806,RETURNED,2023-08-06T07:22:38.648000Z,2023-08-06T07:44:35.226000Z,,2023-08-06T07:44:35.940000Z,,C1J0A6MG,33,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64cf4a3747447ed36c81d9ec,614a102028af248a4b2d041f,APPROVED,2023-08-06T07:22:45.379000Z,2023-08-06T07:53:21.075000Z,2023-08-06T18:37:12.361000,2023-08-06T07:53:21.554678Z,1836,C2BFG2BR,136,"Afrikaans, English",28,Female,Black,South Africa,United Kingdom,South Africa,English,Yes,Part-Time
64cf4a9b719e1693a1560c2b,5cfe7e8bc2acc60001196300,RETURNED,2023-08-06T07:24:19.806000Z,2023-08-06T07:44:12.185000Z,,2023-08-06T07:44:12.927000Z,,NOCODE,1338,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64cf4a9cf3dbe5fcd64fa404,63d1494c8ed3bc3d40494d45,RETURNED,2023-08-06T07:24:20.430000Z,2023-08-06T08:10:19.686000Z,,2023-08-06T08:10:20.454000Z,,NOCODE,208,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64cf4aa6ab024cbff515bd65,60e02d7931b0152927b4425d,APPROVED,2023-08-06T07:24:49.908000Z,2023-08-06T07:42:15.775000Z,2023-08-06T18:37:12.486000,2023-08-06T07:42:16.279319Z,1046,C2BFG2BR,1145,English,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64cf4ae847e2f92054050e52,63a21141da58c1ee1deebe34,APPROVED,2023-08-06T07:25:34.811000Z,2023-08-06T07:50:21.610000Z,2023-08-06T18:37:12.625000,2023-08-06T07:50:22.059290Z,1487,C2BFG2BR,163,English,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf4af447447ed36c81da0f,594a481105e73f0001450009,APPROVED,2023-08-06T07:25:45.112000Z,2023-08-06T07:48:36.979000Z,2023-08-06T18:37:12.754000,2023-08-06T07:48:37.450971Z,1372,C2BFG2BR,1866,English,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64cf4b05db0b6e38c7050e47,61588a883213fd00ccae7c21,APPROVED,2023-08-06T07:26:49.048000Z,2023-08-06T07:42:27.514000Z,2023-08-06T18:37:12.932000,2023-08-06T07:42:27.926128Z,939,C2BFG2BR,841,"English, Gaelic",30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
